file,source,chamber,stratum,arm,seg_id,date,speaker,n_words,genre,regime_flag,pangram,fraction_ai,version,prior_p3
nb_2022-11-24#t9804w3,nb_rescore,NB,Y-2022,tier4,2022-11-24#t9804w3,2022-11-24,Mr. McKee,359,,,Human,0.0,4.0,Human
nb_2022-12-08#t10355w2,nb_rescore,NB,Y-2022,tier4,2022-12-08#t10355w2,2022-12-08,Hon. G. Savoie,322,,,Human,0.0,4.0,Human
nb_2022-12-09#t10406w0,nb_rescore,NB,Y-2022,tier4,2022-12-09#t10406w0,2022-12-09,Hon. Mr. Steeves,189,,,Human,0.0,4.0,Human
nb_2022-12-13#t10523w2,nb_rescore,NB,Y-2022,tier4,2022-12-13#t10523w2,2022-12-13,Mr. Coon,288,,,Human,0.0,4.0,Human
nb_2022-12-14#t10548w0,nb_rescore,NB,Y-2022,tier4,2022-12-14#t10548w0,2022-12-14,Hon. Mr. Fitch,213,,,Human,0.0,4.0,Human
nb_2022-12-14#t10596w0,nb_rescore,NB,Y-2022,tier4,2022-12-14#t10596w0,2022-12-14,Mr. C. Chiasson,332,,,Human,0.0,4.0,Human
nb_2022-12-14#t10601w0,nb_rescore,NB,Y-2022,tier4,2022-12-14#t10601w0,2022-12-14,Ms. Mitton,347,,,Human,0.0,4.0,Human
nb_2022-12-15#t10660w0,nb_rescore,NB,Y-2022,tier4,2022-12-15#t10660w0,2022-12-15,Hon. Mr. Holder,187,,,Human,0.0,4.0,Human
nb_2022-12-15#t10711w2,nb_rescore,NB,Y-2022,tier4,2022-12-15#t10711w2,2022-12-15,Mr. G. Arseneault,340,,,Human,0.0,4.0,Human
nb_2022-12-15#t10711w3,nb_rescore,NB,Y-2022,tier4,2022-12-15#t10711w3,2022-12-15,Mr. G. Arseneault,311,,,Human,0.0,4.0,Human
nb_2022-12-15#t10729w2,nb_rescore,NB,Y-2022,tier4,2022-12-15#t10729w2,2022-12-15,Hon. Mrs. Shephard,261,,,Human,0.0,4.0,Human
nb_2022-12-15#t10729w5,nb_rescore,NB,Y-2022,tier4,2022-12-15#t10729w5,2022-12-15,Hon. Mrs. Shephard,171,,,Human,0.0,4.0,Human
nb_2023-03-22#t10858w0,nb_rescore,NB,Y-2023,tier4,2023-03-22#t10858w0,2023-03-22,Ms. Mitton,180,,,Human,0.0,4.0,Human
nb_2023-03-22#t10904w0,nb_rescore,NB,Y-2023,tier4,2023-03-22#t10904w0,2023-03-22,Hon. Mr. Fitch,160,,,Human,0.0,4.0,Human
nb_2023-03-24#t10987w0,nb_rescore,NB,Y-2023,tier4,2023-03-24#t10987w0,2023-03-24,Hon. Mr. Crossman,178,,,Human,0.0,4.0,Human
nb_2023-03-28#t11074w0,nb_rescore,NB,Y-2023,tier4,2023-03-28#t11074w0,2023-03-28,Ms. Mitton,195,,,Human,0.0,4.0,Human
nb_2023-03-28#t11095w0,nb_rescore,NB,Y-2023,tier4,2023-03-28#t11095w0,2023-03-28,Hon. Ms. Scott-Wallace,120,,,Human,0.0,4.0,Human
nb_2023-03-28#t11139w0,nb_rescore,NB,Y-2023,tier4,2023-03-28#t11139w0,2023-03-28,Mr. Coon,246,,,Human,0.0,4.0,Human
nb_2023-03-29#t11245w9,nb_rescore,NB,Y-2023,tier4,2023-03-29#t11245w9,2023-03-29,Mr. C. Chiasson,321,,,Human,0.0,4.0,Human
nb_2023-03-29#t11251w7,nb_rescore,NB,Y-2023,tier4,2023-03-29#t11251w7,2023-03-29,Ms. Mitton,332,,,Human,0.0,4.0,Human
nb_2023-03-29#t11261w7,nb_rescore,NB,A8-transition-fd,tier4,2023-03-29#t11261w7,2023-03-29,Hon. Mr. Allain,359,,,Human,0.0,4.0,Human
nb_2023-03-29#t11269w0,nb_rescore,NB,A8-transition-fd,tier4,2023-03-29#t11269w0,2023-03-29,Ms. Mary Wilson,298,,,Human,0.0,4.0,Human
nb_2023-03-30#t11319w0,nb_rescore,NB,Y-2023,tier4,2023-03-30#t11319w0,2023-03-30,Hon. Mr. Higgs,218,,,Human,0.0,4.0,Human
nb_2023-03-30#t11384w1,nb_rescore,NB,A8-transition-fd,tier4,2023-03-30#t11384w1,2023-03-30,Mr. K. Chiasson,328,,,Human,0.0,4.0,Human
nb_2023-03-30#t11389w2,nb_rescore,NB,Y-2023,tier4,2023-03-30#t11389w2,2023-03-30,Hon. Mr. Steeves,357,,,Human,0.0,4.0,Human
nb_2023-05-10#t11631w2,nb_rescore,NB,A8-transition-fd,tier4,2023-05-10#t11631w2,2023-05-10,Mr. McKee,326,,,AI,1.0,4.0,AI
nb_2023-05-10#t11631w3,nb_rescore,NB,A8-transition-fd,tier4,2023-05-10#t11631w3,2023-05-10,Mr. McKee,326,,,AI,1.0,4.0,Mixed
nb_2023-05-10#t11631w4,nb_rescore,NB,A8-transition-fd,tier4,2023-05-10#t11631w4,2023-05-10,Mr. McKee,322,,,Human,0.0,4.0,AI
nb_2023-05-10#t11631w5,nb_rescore,NB,A8-transition-fd,tier4,2023-05-10#t11631w5,2023-05-10,Mr. McKee,322,,,Mixed,0.3121878206729889,4.0,AI
nb_2023-05-10#t11631w6,nb_rescore,NB,A8-transition-fd,tier4,2023-05-10#t11631w6,2023-05-10,Mr. McKee,325,,,Human,0.0,4.0,Human
nb_2023-05-10#t11631w7,nb_rescore,NB,A8-transition-fd,tier4,2023-05-10#t11631w7,2023-05-10,Mr. McKee,331,,,Human,0.0,4.0,Human
nb_2023-05-11#t11695w0,nb_rescore,NB,Y-2023,tier4,2023-05-11#t11695w0,2023-05-11,Ms. Mitton,150,,,Human,0.0,4.0,Human
nb_2023-05-11#t11745w0,nb_rescore,NB,A8-transition-fd,tier4,2023-05-11#t11745w0,2023-05-11,Mr. McKee,282,,,AI,1.0,4.0,AI
nb_2023-05-11#t11774w0,nb_rescore,NB,A8-transition-fd,tier4,2023-05-11#t11774w0,2023-05-11,Mr. McKee,358,,,AI,1.0,4.0,AI
nb_2023-05-11#t11774w2,nb_rescore,NB,Y-2023,tier4,2023-05-11#t11774w2,2023-05-11,Mr. McKee,296,,,Human,0.0,4.0,Human
nb_2023-05-18#t12153w10,nb_rescore,NB,Y-2023,tier4,2023-05-18#t12153w10,2023-05-18,Mr. Bourque,273,,,Human,0.0,4.0,Human
nb_2023-05-18#t12159w5,nb_rescore,NB,Y-2023,tier4,2023-05-18#t12159w5,2023-05-18,Hon. Ms. Green,294,,,Human,0.0,4.0,Human
nb_2023-05-18#t12172w1,nb_rescore,NB,Y-2023,tier4,2023-05-18#t12172w1,2023-05-18,Mr. Bourque,257,,,Human,0.0,4.0,Human
nb_2023-05-19#t12248w0,nb_rescore,NB,Y-2023,tier4,2023-05-19#t12248w0,2023-05-19,Ms. Holt,186,,,Human,0.0,4.0,Human
nb_2023-06-06#t12314w0,nb_rescore,NB,Y-2023,tier4,2023-06-06#t12314w0,2023-06-06,Ms. Mitton,171,,,Human,0.0,4.0,Human
nb_2023-06-06#t12356w0,nb_rescore,NB,Y-2023,tier4,2023-06-06#t12356w0,2023-06-06,Mr. Legacy,215,,,Human,0.0,4.0,Human
nb_2023-06-07#t12381w0,nb_rescore,NB,Y-2023,tier4,2023-06-07#t12381w0,2023-06-07,Mr. McKee,169,,,Human,0.0,4.0,Human
nb_2023-06-08#t12483w0,nb_rescore,NB,Y-2023,tier4,2023-06-08#t12483w0,2023-06-08,Mr. McKee,182,,,AI,1.0,4.0,AI
nb_2023-06-08#t12536w5,nb_rescore,NB,Y-2023,tier4,2023-06-08#t12536w5,2023-06-08,Mr. Coon,306,,,Human,0.0,4.0,Human
nb_2023-06-09#t12568w0,nb_rescore,NB,Y-2023,tier4,2023-06-09#t12568w0,2023-06-09,Hon. Mr. Hogan,133,,,Human,0.0,4.0,Human
nb_2023-06-09#t12644w0,nb_rescore,NB,Y-2023,tier4,2023-06-09#t12644w0,2023-06-09,Mrs. Anderson-Mason,263,,,Human,0.0,4.0,Human
nb_2023-06-09#t12644w5,nb_rescore,NB,A8-transition-fd,tier4,2023-06-09#t12644w5,2023-06-09,Mrs. Anderson-Mason,308,,,Human,0.0,4.0,Human
nb_2023-06-13#t12656w0,nb_rescore,NB,A7-speech-llr,tier4,2023-06-13#t12656w0,2023-06-13,Mr. Bourque,150,,,Human,0.0,4.0,Human
nb_2023-06-13#t12670w0,nb_rescore,NB,Y-2023,tier4,2023-06-13#t12670w0,2023-06-13,Mr. Ames,132,,,Human,0.0,4.0,Human
nb_2023-10-20#t13251w9,nb_rescore,NB,Y-2023,tier4,2023-10-20#t13251w9,2023-10-20,Hon. Mr. Austin,234,,,Human,0.0,4.0,Human
nb_2023-10-24#t13285w0,nb_rescore,NB,Y-2023,tier4,2023-10-24#t13285w0,2023-10-24,Hon. Mr. Steeves,114,,,Human,0.0,4.0,Human
nb_2023-10-24#t13296w0,nb_rescore,NB,Y-2023,tier4,2023-10-24#t13296w0,2023-10-24,Hon. Mr. Fitch,147,,,Human,0.0,4.0,Human
nb_2023-10-25#t13366w0,nb_rescore,NB,Y-2023,tier4,2023-10-25#t13366w0,2023-10-25,Hon. Mr. Higgs,210,,,Human,0.0,4.0,Human
nb_2023-10-25#t13426w0,nb_rescore,NB,Y-2023,tier4,2023-10-25#t13426w0,2023-10-25,Ms. Mitton,329,,,Human,0.0,4.0,Human
nb_2023-10-25#t13459w0,nb_rescore,NB,Y-2023,tier4,2023-10-25#t13459w0,2023-10-25,Hon. Mr. Turner,323,,,Human,0.0,4.0,Human
nb_2023-10-26#t13553w4,nb_rescore,NB,Y-2023,tier4,2023-10-26#t13553w4,2023-10-26,Hon. Mr. Hogan,356,,,Human,0.0,4.0,Human
nb_2023-10-26#t13579w0,nb_rescore,NB,A6-lexicon,tier4,2023-10-26#t13579w0,2023-10-26,Mr. McKee,345,,,Mixed,0.18331053853034973,4.0,Human
nb_2023-10-26#t13583w2,nb_rescore,NB,Y-2023,tier4,2023-10-26#t13583w2,2023-10-26,Mr. Losier,339,,,Human,0.0,4.0,Human
nb_2023-10-31#t13656w0,nb_rescore,NB,Y-2023,tier4,2023-10-31#t13656w0,2023-10-31,Mr. K. Chiasson,215,,,Human,0.0,4.0,Human
nb_2023-11-01#t13765w1,nb_rescore,NB,Y-2023,tier4,2023-11-01#t13765w1,2023-11-01,Mr. G. Arseneault,238,,,Human,0.0,4.0,Human
nb_2023-11-02#t13802w0,nb_rescore,NB,Y-2023,tier4,2023-11-02#t13802w0,2023-11-02,Ms. Holt,126,,,Human,0.0,4.0,Human
nb_2023-11-02#t13829w0,nb_rescore,NB,Y-2023,tier4,2023-11-02#t13829w0,2023-11-02,Ms. Holt,159,,,Human,0.0,4.0,Human
nb_2023-11-02#t13834w0,nb_rescore,NB,Y-2023,tier4,2023-11-02#t13834w0,2023-11-02,Ms. Holt,115,,,Human,0.0,4.0,Human
nb_2023-11-02#t13868w3,nb_rescore,NB,Y-2023,tier4,2023-11-02#t13868w3,2023-11-02,Mr. McKee,327,,,Human,0.0,4.0,Mixed
nb_2023-11-03#t13954w0,nb_rescore,NB,A6-lexicon,tier4,2023-11-03#t13954w0,2023-11-03,Hon. Mr. Turner,184,,,Human,0.0,4.0,Human
nb_2023-11-21#t14102w0,nb_rescore,NB,Y-2023,tier4,2023-11-21#t14102w0,2023-11-21,Mr. Bourque,340,,,Human,0.0,4.0,Human
nb_2023-11-22#t14123w0,nb_rescore,NB,Y-2023,tier4,2023-11-22#t14123w0,2023-11-22,Hon. M. Wilson,229,,,Human,0.0,4.0,Human
nb_2023-11-23#t14308w0,nb_rescore,NB,A6-lexicon,tier4,2023-11-23#t14308w0,2023-11-23,Mr. McKee,265,,,Mixed,0.6001188158988953,4.0,Human
nb_2023-11-23#t14342w6,nb_rescore,NB,A6-lexicon,tier4,2023-11-23#t14342w6,2023-11-23,Mr. McKee,339,,,Human,0.0,4.0,AI
nb_2023-11-30#t14720w2,nb_rescore,NB,A8-transition-fd,tier4,2023-11-30#t14720w2,2023-11-30,Ms. Holt,352,,,Human,0.0,4.0,AI
nb_2023-11-30#t14730w1,nb_rescore,NB,Y-2023,tier4,2023-11-30#t14730w1,2023-11-30,Hon. Ms. Bockus,316,,,Human,0.0,4.0,Human
nb_2023-11-30#t14741w0,nb_rescore,NB,Y-2023,tier4,2023-11-30#t14741w0,2023-11-30,Ms. Mitton,288,,,Human,0.0,4.0,Human
nb_2023-11-30#t14748w5,nb_rescore,NB,Y-2023,tier4,2023-11-30#t14748w5,2023-11-30,Mr. McKee,280,,,Human,0.0,4.0,Human
nb_2023-12-01#t14834w1,nb_rescore,NB,A6-lexicon,tier4,2023-12-01#t14834w1,2023-12-01,Mr. Bourque,312,,,Human,0.0,4.0,Human
nb_2023-12-05#t14907w0,nb_rescore,NB,Y-2023,tier4,2023-12-05#t14907w0,2023-12-05,Hon. Mr. Flemming,182,,,Human,0.0,4.0,Human
nb_2023-12-05#t14931w1,nb_rescore,NB,A8-transition-fd,tier4,2023-12-05#t14931w1,2023-12-05,Mr. McKee,301,,,Human,0.0,4.0,AI
nb_2023-12-05#t14931w2,nb_rescore,NB,A8-transition-fd,tier4,2023-12-05#t14931w2,2023-12-05,Mr. McKee,320,,,AI,1.0,4.0,Mixed
nb_2023-12-05#t14931w4,nb_rescore,NB,A8-transition-fd,tier4,2023-12-05#t14931w4,2023-12-05,Mr. McKee,332,,,AI,1.0,4.0,AI
nb_2023-12-06#t14995w0,nb_rescore,NB,Y-2023,tier4,2023-12-06#t14995w0,2023-12-06,Hon. Ms. Johnson,197,,,Human,0.0,4.0,Human
nb_2023-12-06#t15084w2,nb_rescore,NB,A6-lexicon,tier4,2023-12-06#t15084w2,2023-12-06,Mr. Coon,322,,,Human,0.0,4.0,AI
nb_2023-12-07#t15162w0,nb_rescore,NB,Y-2023,tier4,2023-12-07#t15162w0,2023-12-07,Mr. Coon,149,,,Human,0.0,4.0,Human
nb_2023-12-08#t15223w0,nb_rescore,NB,Y-2023,tier4,2023-12-08#t15223w0,2023-12-08,Mr. C. Chiasson,154,,,Human,0.0,4.0,Human
nb_2023-12-12#t15362w0,nb_rescore,NB,Y-2023,tier4,2023-12-12#t15362w0,2023-12-12,Hon. Ms. Green,163,,,Human,0.0,4.0,Human
nb_2023-12-13#t15449w0,nb_rescore,NB,Y-2023,tier4,2023-12-13#t15449w0,2023-12-13,Hon. Mr. Fitch,154,,,Human,0.0,4.0,Human
nb_2023-12-13#t15455w0,nb_rescore,NB,Y-2023,tier4,2023-12-13#t15455w0,2023-12-13,Ms. Holt,123,,,Human,0.0,4.0,Human
nb_2024-03-22#t15644w0,nb_rescore,NB,Y-2024,tier4,2024-03-22#t15644w0,2024-03-22,Hon. Ms. Green,180,,,Human,0.0,4.0,Human
nb_2024-03-22#t15720w11,nb_rescore,NB,A8-transition-fd,tier4,2024-03-22#t15720w11,2024-03-22,Mr. M. LeBlanc,358,,,AI,1.0,4.0,AI
nb_2024-03-27#t15913w1,nb_rescore,NB,A6-lexicon,tier4,2024-03-27#t15913w1,2024-03-27,,357,,,Human,0.0,4.0,Human
nb_2024-03-27#t15944w3,nb_rescore,NB,Y-2024,tier4,2024-03-27#t15944w3,2024-03-27,Mr. G. Arseneault,245,,,Human,0.0,4.0,Human
nb_2024-03-27#t15954w0,nb_rescore,NB,Y-2024,tier4,2024-03-27#t15954w0,2024-03-27,Hon. Mr. Holland,322,,,Human,0.0,4.0,Human
nb_2024-03-27#t15954w1,nb_rescore,NB,Y-2024,tier4,2024-03-27#t15954w1,2024-03-27,Hon. Mr. Holland,352,,,Human,0.0,4.0,Human
nb_2024-03-27#t15979w10,nb_rescore,NB,Y-2024,tier4,2024-03-27#t15979w10,2024-03-27,Ms. Holt,187,,,Human,0.0,4.0,Human
nb_2024-03-27#t15979w2,nb_rescore,NB,Y-2024,tier4,2024-03-27#t15979w2,2024-03-27,Ms. Holt,317,,,Human,0.0,4.0,Human
nb_2024-03-27#t15979w5,nb_rescore,NB,Y-2024,tier4,2024-03-27#t15979w5,2024-03-27,Ms. Holt,339,,,Human,0.0,4.0,Human
nb_2024-03-28#t15987w0,nb_rescore,NB,Y-2024,tier4,2024-03-28#t15987w0,2024-03-28,Hon. M. Wilson,285,,,Human,0.0,4.0,Human
nb_2024-03-28#t15996w0,nb_rescore,NB,Y-2024,tier4,2024-03-28#t15996w0,2024-03-28,Hon. R. Savoie,189,,,Human,0.0,4.0,Human
nb_2024-03-28#t16099w2,nb_rescore,NB,Y-2024,tier4,2024-03-28#t16099w2,2024-03-28,Mr. Coon,356,,,Human,0.0,4.0,Human
nb_2024-05-07#t16123w0,nb_rescore,NB,A6-lexicon,tier4,2024-05-07#t16123w0,2024-05-07,Mr. K. Arseneau,129,,,AI,1.0,4.0,AI
nb_2024-05-07#t16143w0,nb_rescore,NB,Y-2024,tier4,2024-05-07#t16143w0,2024-05-07,Hon. Mr. Higgs,166,,,Human,0.0,4.0,Human
nb_2024-05-07#t16172w0,nb_rescore,NB,Y-2024,tier4,2024-05-07#t16172w0,2024-05-07,Hon. Mr. Higgs,185,,,Human,0.0,4.0,Human
nb_2024-05-07#t16227w1,nb_rescore,NB,Y-2024,tier4,2024-05-07#t16227w1,2024-05-07,Ms. Mitton,189,,,Human,0.0,4.0,Human
nb_2024-05-09#t16460w0,nb_rescore,NB,A8-transition-fd,tier4,2024-05-09#t16460w0,2024-05-09,Mr. M. LeBlanc,360,,,AI,1.0,4.0,AI
nb_2024-05-09#t16460w2,nb_rescore,NB,A8-transition-fd,tier4,2024-05-09#t16460w2,2024-05-09,Mr. M. LeBlanc,331,,,Mixed,0.5877110958099365,4.0,AI
nb_2024-05-10#t16525w0,nb_rescore,NB,Y-2024,tier4,2024-05-10#t16525w0,2024-05-10,Hon. G. Savoie,197,,,Human,0.0,4.0,Human
nb_2024-05-14#t16587w0,nb_rescore,NB,Y-2024,tier4,2024-05-14#t16587w0,2024-05-14,Hon. G. Savoie,160,,,Human,0.0,4.0,Human
nb_2024-05-15#t16632w0,nb_rescore,NB,Y-2024,tier4,2024-05-15#t16632w0,2024-05-15,Hon. G. Savoie,229,,,Human,0.0,4.0,Human
nb_2024-05-15#t16701w0,nb_rescore,NB,Y-2024,tier4,2024-05-15#t16701w0,2024-05-15,Hon. G. Savoie,181,,,Human,0.0,4.0,Human
nb_2024-05-16#t16823w2,nb_rescore,NB,Y-2024,tier4,2024-05-16#t16823w2,2024-05-16,Mr. C. Chiasson,342,,,Human,0.0,4.0,Human
nb_2024-05-16#t16835w0,nb_rescore,NB,A7-speech-llr,tier4,2024-05-16#t16835w0,2024-05-16,Mr. M. LeBlanc,306,,,AI,1.0,4.0,AI
nb_2024-05-16#t16835w1,nb_rescore,NB,A7-speech-llr,tier4,2024-05-16#t16835w1,2024-05-16,Mr. M. LeBlanc,357,,,AI,1.0,4.0,AI
nb_2024-05-16#t16835w2,nb_rescore,NB,A7-speech-llr,tier4,2024-05-16#t16835w2,2024-05-16,Mr. M. LeBlanc,303,,,Human,0.0,4.0,Human
nb_2024-05-16#t16835w3,nb_rescore,NB,A7-speech-llr,tier4,2024-05-16#t16835w3,2024-05-16,Mr. M. LeBlanc,277,,,Human,0.0,4.0,AI
nb_2024-05-16#t16835w4,nb_rescore,NB,A7-speech-llr,tier4,2024-05-16#t16835w4,2024-05-16,Mr. M. LeBlanc,349,,,Mixed,0.42296651005744934,4.0,Human
nb_2024-05-16#t16835w5,nb_rescore,NB,A6-lexicon,tier4,2024-05-16#t16835w5,2024-05-16,Mr. M. LeBlanc,359,,,Mixed,0.23764802515506744,4.0,Human
nb_2024-05-16#t16835w6,nb_rescore,NB,A7-speech-llr,tier4,2024-05-16#t16835w6,2024-05-16,Mr. M. LeBlanc,250,,,Human,0.0,4.0,Human
nb_2024-05-17#t16872w0,nb_rescore,NB,Y-2024,tier4,2024-05-17#t16872w0,2024-05-17,Ms. Conroy,149,,,Human,0.0,4.0,Human
nb_2024-05-17#t16876w0,nb_rescore,NB,Y-2024,tier4,2024-05-17#t16876w0,2024-05-17,Mr. Cardy,236,,,Human,0.0,4.0,Human
nb_2024-05-17#t16937w0,nb_rescore,NB,Y-2024,tier4,2024-05-17#t16937w0,2024-05-17,Ms. Holt,286,,,Human,0.0,4.0,Human
nb_2024-05-29#t17100w0,nb_rescore,NB,Y-2024,tier4,2024-05-29#t17100w0,2024-05-29,Ms. Holt,181,,,Human,0.0,4.0,Human
nb_2024-05-30#t17205w0,nb_rescore,NB,Y-2024,tier4,2024-05-30#t17205w0,2024-05-30,Hon. Mr. Austin,183,,,Human,0.0,4.0,Human
nb_2024-05-31#t17263w0,nb_rescore,NB,Y-2024,tier4,2024-05-31#t17263w0,2024-05-31,Hon. Mr. Turner,162,,,Human,0.0,4.0,Human
nb_2024-05-31#t17316w0,nb_rescore,NB,Y-2024,tier4,2024-05-31#t17316w0,2024-05-31,Ms. Mitton,171,,,Human,0.0,4.0,Human
nb_2024-06-04#t17361w0,nb_rescore,NB,A6-lexicon,tier4,2024-06-04#t17361w0,2024-06-04,Mr. McKee,185,,,AI,1.0,4.0,AI
nb_2024-06-04#t17435w0,nb_rescore,NB,Y-2024,tier4,2024-06-04#t17435w0,2024-06-04,Hon. G. Savoie,207,,,Human,0.0,4.0,Human
nb_2024-06-06#t17615w0,nb_rescore,NB,A6-lexicon,tier4,2024-06-06#t17615w0,2024-06-06,Hon. G. Savoie,352,,,Human,0.0,4.0,Human
nb_2024-06-06#t17636w0,nb_rescore,NB,A6-lexicon,tier4,2024-06-06#t17636w0,2024-06-06,,169,,,Human,0.0,4.0,Human
nb_2024-06-06#t17660w1,nb_rescore,NB,A8-transition-fd,tier4,2024-06-06#t17660w1,2024-06-06,Mr. M. LeBlanc,329,,,Human,0.0,4.0,AI
nb_2024-06-06#t17660w2,nb_rescore,NB,Y-2024,tier4,2024-06-06#t17660w2,2024-06-06,Mr. M. LeBlanc,341,,,Human,0.0,4.0,Human
nb_2024-06-07#t17680w0,nb_rescore,NB,Y-2024,tier4,2024-06-07#t17680w0,2024-06-07,Hon. M. Wilson,152,,,Human,0.0,4.0,Human
nb_2024-06-07#t17720w0,nb_rescore,NB,Y-2024,tier4,2024-06-07#t17720w0,2024-06-07,Ms. Holt,185,,,Human,0.0,4.0,Human
nb_2024-06-07#t17772w2,nb_rescore,NB,Y-2024,tier4,2024-06-07#t17772w2,2024-06-07,Hon. Mr. Holland,185,,,Human,0.0,4.0,Human
nb_2024-11-20#t113w0,nb_rescore,NB,Y-2024,tier4,2024-11-20#t113w0,2024-11-20,Hon. Mr. Hickey,308,,,Human,0.0,4.0,Human
nb_2024-11-20#t59w0,nb_rescore,NB,Y-2024,tier4,2024-11-20#t59w0,2024-11-20,Hon. Ms. Holt,218,,,Human,0.0,4.0,Human
nb_2024-11-22#t158w0,nb_rescore,NB,Y-2024,tier4,2024-11-22#t158w0,2024-11-22,Hon. Ms. Holt,171,,,Human,0.0,4.0,Human
nb_2024-11-22#t169w0,nb_rescore,NB,Y-2024,tier4,2024-11-22#t169w0,2024-11-22,Mr. Monahan,126,,,Human,0.0,4.0,Human
nb_2024-11-22#t206w0,nb_rescore,NB,Y-2024,tier4,2024-11-22#t206w0,2024-11-22,Mr. Ames,253,,,Human,0.0,4.0,AI
nb_2024-11-22#t207w0,nb_rescore,NB,Y-2024,tier4,2024-11-22#t207w0,2024-11-22,Mr. Hogan,176,,,Human,0.0,4.0,Human
nb_2024-11-22#t227w9,nb_rescore,NB,Y-2024,tier4,2024-11-22#t227w9,2024-11-22,Hon. Mr. Dornan,310,,,Human,0.0,4.0,Human
nb_2024-11-26#t246w0,nb_rescore,NB,Y-2024,tier4,2024-11-26#t246w0,2024-11-26,Mr. Coon,163,,,Human,0.0,4.0,Human
nb_2024-11-26#t277w0,nb_rescore,NB,Y-2024,tier4,2024-11-26#t277w0,2024-11-26,Hon. Mr. McKee,172,,,Human,0.0,4.0,Human
nb_2024-11-26#t295w0,nb_rescore,NB,Y-2024,tier4,2024-11-26#t295w0,2024-11-26,Mr. Savoie,250,,,Human,0.0,4.0,Human
nb_2024-11-27#t387w0,nb_rescore,NB,Y-2024,tier4,2024-11-27#t387w0,2024-11-27,Mr. Lee,137,,,Human,0.0,4.0,Human
nb_2024-11-27#t430w2,nb_rescore,NB,Y-2024,tier4,2024-11-27#t430w2,2024-11-27,Mr. Weir,345,,,Human,0.0,4.0,Human
nb_2024-11-28#t541w1,nb_rescore,NB,Y-2024,tier4,2024-11-28#t541w1,2024-11-28,Mr. Hogan,355,,,Human,0.0,4.0,Human
nb_2024-12-10#t567w0,nb_rescore,NB,Y-2024,tier4,2024-12-10#t567w0,2024-12-10,Ms. Mitton,139,,,Human,0.0,4.0,Human
nb_2024-12-10#t627w0,nb_rescore,NB,Y-2024,tier4,2024-12-10#t627w0,2024-12-10,Mr. M. LeBlanc,313,,,Human,0.0,4.0,Human
nb_2024-12-11#t719w2,nb_rescore,NB,Y-2024,tier4,2024-12-11#t719w2,2024-12-11,Hon. Mr. Dornan,322,,,Human,0.0,4.0,Human
nb_2024-12-11#t728w2,nb_rescore,NB,Y-2024,tier4,2024-12-11#t728w2,2024-12-11,Hon. Mr. C. Chiasson,323,,,Human,0.0,4.0,Human
nb_2024-12-12#t831w5,nb_rescore,NB,Y-2024,tier4,2024-12-12#t831w5,2024-12-12,Ms. Scott-Wallace,348,,,Mixed,0.46396633982658386,4.0,Human
nb_2024-12-12#t842w5,nb_rescore,NB,Y-2024,tier4,2024-12-12#t842w5,2024-12-12,Ms. M. Johnson,355,,,Human,0.0,4.0,Human
nb_2024-12-13#t847w0,nb_rescore,NB,Y-2024,tier4,2024-12-13#t847w0,2024-12-13,Mr. Coon,158,,,Human,0.0,4.0,Mixed
nb_2025-10-21#t2w6,nb_rescore,NB,B-decile-6,tier4,2025-10-21#t2w6,2025-10-21,Her Honour,358,,,Human,0.0,4.0,Human
nb_2025-10-21#t4w1,nb_rescore,NB,B-decile-3,tier4,2025-10-21#t4w1,2025-10-21,,300,,,Human,0.0,4.0,Human
nb_2025-10-22#t100w0,nb_rescore,NB,B-decile-4,tier4,2025-10-22#t100w0,2025-10-22,Madam Speaker,186,,,Human,0.0,4.0,Human
nb_2025-10-22#t102w1,nb_rescore,NB,A-consensus-2025,tier4,2025-10-22#t102w1,2025-10-22,Mr. M. LeBlanc,343,,,Human,0.0,4.0,Human
nb_2025-10-22#t102w16,nb_rescore,NB,B-decile-1,tier4,2025-10-22#t102w16,2025-10-22,Mr. M. LeBlanc,311,,,Human,0.0,4.0,Human
nb_2025-10-22#t18w0,nb_rescore,NB,A-consensus-2025,tier4,2025-10-22#t18w0,2025-10-22,Mr. Russell,144,,,Human,0.0,4.0,Human
nb_2025-10-22#t22w0,nb_rescore,NB,A5-tail-union,tier4,2025-10-22#t22w0,2025-10-22,Mr. Arseneault,146,,,Human,0.0,4.0,Human
nb_2025-10-22#t32w0,nb_rescore,NB,B-decile-1,tier4,2025-10-22#t32w0,2025-10-22,Mr. Savoie,162,,,Human,0.0,4.0,Human
nb_2025-10-22#t48w0,nb_rescore,NB,B-decile-1,tier4,2025-10-22#t48w0,2025-10-22,Mr. Savoie,169,,,Human,0.0,4.0,Human
nb_2025-10-22#t51w0,nb_rescore,NB,A5-tail-union,tier4,2025-10-22#t51w0,2025-10-22,L’hon. C. Johnson,135,,,Human,0.0,4.0,Human
nb_2025-10-22#t81w0,nb_rescore,NB,B-decile-0,tier4,2025-10-22#t81w0,2025-10-22,Mr. Savoie,291,,,Human,0.0,4.0,Human
nb_2025-10-22#t93w0,nb_rescore,NB,A-consensus-2025,tier4,2025-10-22#t93w0,2025-10-22,Ms. Mitton,250,,,Human,0.0,4.0,Human
